"id","query","normalizedQuery","segmentId","segmentName","borrowerProfile","financingTrigger","primaryFunnelLayer","layerName","secondaryFunnelLayer","intent","geography","clusterId","targetPath","pageType","priority","disposition","evidenceClass","marketMetricStatus","monthlySearches","cpc","difficulty","gscClicks","gscImpressions","gscCtr","gscPosition","fairlendGscStatus","serpValidationQuery","rankingScope","currentRankingUrls","observedAt","confidence","sourceRefs","rationale"
"KW-151","consumer proposal mortgage options Ontario","consumer proposal mortgage options ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","rescue-guide","/resources/mortgage-declined-ontario","Triage guide","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","mortgage declined Ontario options","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Mortgage declined in Ontario: recovery plan; Educational triage owner only; all commercial “private lender” intent belongs to the existing private service."
"KW-152","sell home vs refinance mortgage arrears","sell home vs refinance mortgage arrears","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","rescue-guide","/resources/mortgage-declined-ontario","Triage guide","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","mortgage declined Ontario options","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Mortgage declined in Ontario: recovery plan; Educational triage owner only; all commercial “private lender” intent belongs to the existing private service."
"KW-153","mortgage declined broker Ontario","mortgage declined broker ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","rescue-guide","/resources/mortgage-declined-ontario","Triage guide","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","mortgage declined Ontario options","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Mortgage declined in Ontario: recovery plan; Educational triage owner only; all commercial “private lender” intent belongs to the existing private service."
"KW-154","rescue mortgage lender Ontario","rescue mortgage lender ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-155","mortgage arrears refinancing Ontario","mortgage arrears refinancing ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-156","private lender after bank decline Ontario","private lender after bank decline ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-157","urgent mortgage rescue Ontario","urgent mortgage rescue ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-158","stop power of sale financing Ontario","stop power of sale financing ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","rescue-legal","/resources/power-of-sale-options-ontario","Legal-reviewed guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","options before power of sale Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Power-of-sale options guide; Legal/enforcement intent only. Requires Ontario-law review and must never promise to “stop” enforcement."
"KW-159","mortgage maturity default help Ontario","mortgage maturity default help ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
"KW-160","closing tomorrow mortgage declined Ontario","closing tomorrow mortgage declined ontario","rescue","Bank-declined / rescue borrowers","Borrower facing a decline, arrears, maturity, closing shortfall, or power-of-sale risk","Immediate financing failure or enforcement deadline","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","private-service","/borrowers/private-mortgage-financing","Service / urgent assessment page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage lenders Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/consumers/how-fsra-protects-consumers/mortgage-brokering/what-could-happen-if-you-dont-leave-a-private-mortgage | https://www.ontario.ca/laws/statute/90m40 | https://powerofsalesontario.ca/stop-power-of-sale-in-ontario/","2026-07-20","directional","SERP-RESCUE;KP-UNAVAILABLE","Supports Private mortgage financing; Single commercial owner for private and urgent bank-declined intent; rescue guide educates and triages, never duplicates the service pitch."
